distance,elevation,terrain,dangerous,risk
1,0,paved,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,sandy,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,300,paved,0,3
2,300,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,300,paved,0,4
3,300,paved,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
5,0,paved,0,5
5,0,paved,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,sandy,0,6
5,300,sandy,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,300,paved,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,paved,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,0,sandy,0,7
7,300,paved,0,8
7,300,sandy,0,8
7,300,sandy,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,paved,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,0,sandy,0,8
8,300,sandy,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,paved,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,0,sandy,0,9
9,300,paved,0,10
9,300,paved,0,10
9,300,paved,0,10
9,300,sandy,0,10
9,300,sandy,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,paved,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
10,0,sandy,0,10
1,0,dirt,0,11
1,0,dirt,0,11
1,0,dirt,0,11
10,300,paved,0,11
10,300,paved,0,11
10,300,sandy,0,11
1,300,dirt,0,12
1,300,dirt,0,12
2,0,dirt,0,12
2,0,dirt,0,12
2,300,dirt,0,13
3,0,dirt,0,13
3,0,dirt,0,13
3,300,dirt,0,14
3,300,dirt,0,14
3,300,dirt,0,14
4,0,dirt,0,14
4,0,dirt,0,14
4,0,dirt,0,14
4,0,dirt,0,14
4,0,dirt,0,14
4,0,dirt,0,14
4,0,dirt,0,14
4,0,dirt,0,14
4,300,dirt,0,15
5,0,dirt,0,15
5,0,dirt,0,15
5,0,dirt,0,15
5,0,dirt,0,15
11,900,sandy,0,15
5,300,dirt,0,16
5,300,dirt,0,16
5,300,dirt,0,16
6,0,dirt,0,16
6,0,dirt,0,16
6,0,dirt,0,16
6,0,dirt,0,16
6,0,dirt,0,16
6,0,dirt,0,16
15,300,sandy,0,16
15,300,sandy,0,16
6,300,dirt,0,17
6,300,dirt,0,17
7,0,dirt,0,17
7,0,dirt,0,17
7,0,dirt,0,17
11,1200,paved,0,17
11,1200,sandy,0,17
7,300,dirt,0,18
7,300,dirt,0,18
7,300,dirt,0,18
8,0,dirt,0,18
8,0,dirt,0,18
8,0,dirt,0,18
8,0,dirt,0,18
8,0,dirt,0,18
8,0,dirt,0,18
8,0,dirt,0,18
8,0,dirt,0,18
11,1500,sandy,0,18
12,1200,sandy,0,18
17,300,paved,0,18
8,300,dirt,0,19
9,0,dirt,0,19
9,0,dirt,0,19
9,0,dirt,0,19
9,0,dirt,0,19
9,0,dirt,0,19
9,0,dirt,0,19
9,0,dirt,0,19
9,0,dirt,0,19
9,0,dirt,0,19
16,600,paved,0,19
16,600,sandy,0,19
9,300,dirt,0,20
10,0,dirt,0,20
10,0,dirt,0,20
10,0,dirt,0,20
10,0,dirt,0,20
10,0,dirt,0,20
11,1800,sandy,0,20
20,0,paved,0,20
10,300,dirt,0,21
10,300,dirt,0,21
17,900,sandy,0,21
12,2100,sandy,0,22
13,1800,paved,0,22
16,1200,paved,0,22
19,600,sandy,0,22
21,300,paved,0,22
20,600,sandy,0,23
22,300,paved,0,23
23,0,sandy,0,23
14,2100,sandy,0,24
18,1200,sandy,0,24
23,300,sandy,0,24
23,300,sandy,0,24
11,900,dirt,0,25
15,0,dirt,0,25
16,1800,sandy,0,25
19,1200,paved,0,25
21,900,sandy,0,25
13,2700,paved,0,26
13,2700,sandy,0,26
17,1800,paved,0,26
15,2400,paved,0,27
15,2400,sandy,0,27
17,0,dirt,0,27
18,1800,paved,0,27
20,1500,sandy,0,27
20,1500,sandy,0,27
24,600,sandy,0,27
14,900,dirt,0,28
16,2400,paved,0,28
24,900,sandy,0,28
28,0,paved,0,28
28,0,sandy,0,28
12,1500,dirt,0,29
15,900,dirt,0,29
16,600,dirt,0,29
16,600,dirt,0,29
17,2400,paved,0,29
25,900,paved,0,29
29,0,paved,0,29
13,1500,dirt,0,30
17,2700,sandy,0,30
19,300,dirt,0,30
20,2100,sandy,0,30
20,2100,sandy,0,30
15,1200,dirt,0,31
17,900,dirt,0,31
18,2700,paved,0,31
22,1800,sandy,0,31
24,1500,sandy,0,31
25,1200,paved,0,31
27,900,paved,0,31
20,2400,sandy,0,32
21,300,dirt,0,32
22,2100,sandy,0,32
23,1800,paved,0,32
11,2400,dirt,0,33
23,2100,paved,0,33
24,1800,sandy,0,33
26,1500,paved,0,33
27,1200,paved,0,33
27,1200,paved,0,33
27,1200,sandy,0,33
20,900,dirt,0,34
21,600,dirt,0,34
21,2700,paved,0,34
30,900,sandy,0,34
12,2700,dirt,0,35
19,1200,dirt,0,35
24,300,dirt,0,35
24,300,dirt,0,35
25,0,dirt,0,35
35,0,paved,0,35
17,1800,dirt,0,36
19,1500,dirt,0,36
22,900,dirt,0,36
29,1500,sandy,0,36
15,2400,dirt,0,37
18,1800,dirt,0,37
24,2700,sandy,0,37
30,1500,sandy,0,37
21,1500,dirt,0,38
28,2100,sandy,0,38
29,1800,sandy,0,38
23,1200,dirt,0,39
26,2700,sandy,0,39
38,300,sandy,0,39
30,2100,sandy,0,40
1,0,rocky,0,41
1,0,rocky,0,41
1,0,rocky,0,41
31,2100,sandy,0,41
1,300,rocky,0,42
2,0,rocky,0,42
2,0,rocky,0,42
2,0,rocky,0,42
2,0,rocky,0,42
20,2400,dirt,0,42
25,1500,dirt,0,42
29,2700,paved,0,42
30,2400,paved,0,42
39,600,sandy,0,42
2,300,rocky,0,43
3,0,rocky,0,43
3,0,rocky,0,43
3,0,rocky,0,43
3,0,rocky,0,43
3,300,rocky,0,44
3,300,rocky,0,44
4,0,rocky,0,44
4,0,rocky,0,44
4,0,rocky,0,44
5,0,rocky,0,45
5,0,rocky,0,45
5,0,rocky,0,45
5,0,rocky,0,45
5,0,rocky,0,45
5,0,rocky,0,45
5,0,rocky,0,45
5,0,rocky,0,45
5,0,rocky,0,45
23,2400,dirt,0,45
26,1800,dirt,0,45
28,1500,dirt,0,45
41,900,sandy,0,45
5,300,rocky,0,46
5,300,rocky,0,46
5,300,rocky,0,46
6,0,rocky,0,46
6,0,rocky,0,46
32,900,dirt,0,46
34,2400,paved,0,46
36,0,dirt,0,46
6,300,rocky,0,47
6,300,rocky,0,47
7,0,rocky,0,47
7,0,rocky,0,47
28,1800,dirt,0,47
8,0,rocky,0,48
8,0,rocky,0,48
8,0,rocky,0,48
8,0,rocky,0,48
8,0,rocky,0,48
8,0,rocky,0,48
8,0,rocky,0,48
28,2100,dirt,0,48
8,300,rocky,0,49
8,300,rocky,0,49
8,300,rocky,0,49
9,0,rocky,0,49
9,0,rocky,0,49
9,0,rocky,0,49
9,0,rocky,0,49
9,0,rocky,0,49
9,0,rocky,0,49
9,0,rocky,0,49
9,0,rocky,0,49
29,2100,dirt,0,49
9,300,rocky,0,50
9,300,rocky,0,50
10,0,rocky,0,50
10,0,rocky,0,50
10,0,rocky,0,50
10,0,rocky,0,50
10,0,rocky,0,50
10,0,rocky,0,50
10,0,rocky,0,50
10,0,rocky,0,50
10,0,rocky,0,50
10,0,rocky,0,50
34,1200,dirt,0,50
44,1200,paved,0,50
49,300,sandy,0,50
10,300,rocky,0,51
10,300,rocky,0,51
10,300,rocky,0,51
10,300,rocky,0,51
32,1800,dirt,0,51
35,1200,dirt,0,51
41,2100,paved,0,51
11,300,rocky,0,52
40,2700,sandy,0,53
41,2400,sandy,0,53
11,600,rocky,0,54
44,0,dirt,0,54
53,300,sandy,0,54
45,2100,paved,0,55
17,0,rocky,0,57
18,0,rocky,0,58
42,1200,dirt,0,58
51,1500,paved,0,58
11,1800,rocky,0,60
11,1800,rocky,0,60
44,1200,dirt,0,60
11,0,sandy,1,61
14,1500,rocky,0,61
18,600,rocky,0,61
18,900,rocky,0,62
61,300,sandy,0,62
19,900,rocky,0,63
20,600,rocky,0,63
41,2400,dirt,0,63
51,2400,paved,0,63
57,1200,paved,0,63
11,2700,rocky,0,64
21,600,rocky,0,64
23,300,rocky,0,64
51,2700,paved,0,64
14,300,sandy,1,65
43,2400,dirt,0,65
51,900,dirt,0,65
52,2700,paved,0,65
53,2400,paved,0,65
55,2100,sandy,0,65
55,2100,sandy,0,65
16,0,paved,1,66
19,1500,rocky,0,66
23,600,rocky,0,66
16,300,paved,1,67
16,300,sandy,1,67
17,2100,rocky,0,67
17,0,sandy,1,67
18,1800,rocky,0,67
57,2100,sandy,0,67
57,2100,sandy,0,67
12,1200,paved,1,68
19,1800,rocky,0,68
12,1500,paved,1,69
13,1200,sandy,1,69
15,900,sandy,1,69
29,0,rocky,0,69
55,900,dirt,0,69
13,1500,paved,1,70
17,600,paved,1,70
61,1800,sandy,0,70
21,0,sandy,1,71
59,2400,paved,0,71
15,1500,sandy,1,72
19,600,paved,1,72
22,0,paved,1,72
23,1800,rocky,0,72
17,1200,paved,1,73
21,2400,rocky,0,73
23,0,sandy,1,73
23,0,sandy,1,73
23,0,sandy,1,73
57,1200,dirt,0,73
73,0,paved,0,73
14,0,dirt,1,74
14,2100,sandy,1,74
14,2100,sandy,1,74
23,300,sandy,1,74
30,900,rocky,0,74
33,300,rocky,0,74
13,2400,sandy,1,75
16,1800,paved,1,75
29,1200,rocky,0,75
62,2700,sandy,0,75
64,300,dirt,0,75
16,2100,paved,1,76
16,2100,paved,1,76
19,1500,sandy,1,76
25,300,paved,1,76
25,300,sandy,1,76
26,0,paved,1,76
30,1200,rocky,0,76
57,1800,dirt,0,76
11,1200,dirt,1,77
14,2700,sandy,1,77
14,2700,sandy,1,77
18,1800,sandy,1,77
21,1200,sandy,1,77
24,600,sandy,1,77
16,2400,paved,1,78
21,1500,sandy,1,78
21,1500,sandy,1,78
24,900,paved,1,78
25,600,paved,1,78
15,900,dirt,1,79
17,2400,paved,1,79
18,300,dirt,1,79
19,0,dirt,1,79
23,1200,sandy,1,79
29,0,sandy,1,79
36,600,rocky,0,79
75,900,sandy,0,79
76,600,paved,0,79
17,2700,paved,1,80
17,2700,sandy,1,80
20,2100,paved,1,80
21,1800,paved,1,80
26,900,paved,1,80
63,1500,dirt,0,80
12,1800,dirt,1,81
15,1200,dirt,1,81
21,2100,paved,1,81
72,1800,paved,0,81
12,2100,dirt,1,82
20,2400,sandy,1,82
76,1200,paved,0,82
79,600,sandy,0,82
23,0,dirt,1,83
30,600,sandy,1,83
66,1500,dirt,0,83
25,1800,paved,1,84
30,900,sandy,1,84
31,600,sandy,1,84
34,0,paved,1,84
34,0,sandy,1,84
37,1500,rocky,0,84
77,1500,paved,0,84
26,1800,sandy,1,85
79,1200,sandy,0,85
82,600,paved,0,85
24,2400,paved,1,86
24,2400,sandy,1,86
15,2400,dirt,1,87
21,1200,dirt,1,87
25,2400,sandy,1,87
26,300,dirt,1,87
26,300,dirt,1,87
24,900,dirt,1,88
23,1200,dirt,1,89
29,2100,sandy,1,89
35,900,paved,1,89
89,0,paved,0,89
21,1800,dirt,1,90
40,0,sandy,1,90
87,600,sandy,0,90
21,2100,dirt,1,91
22,1800,dirt,1,91
25,1200,dirt,1,91
28,600,dirt,1,91
40,300,paved,1,91
68,2700,dirt,0,91
74,1500,dirt,0,91
79,2400,sandy,0,91
91,0,sandy,0,91
29,600,dirt,1,92
69,2700,dirt,0,92
92,0,sandy,0,92
27,1200,dirt,1,93
34,1800,sandy,1,93
25,1800,dirt,1,94
31,2700,paved,1,94
26,1800,dirt,1,95
91,900,sandy,0,95
37,1800,sandy,1,96
47,1800,rocky,0,96
85,300,dirt,0,96
28,1800,dirt,1,97
28,1800,dirt,1,97
28,2100,dirt,1,98
36,2400,sandy,1,98
26,2700,dirt,1,99
32,1500,dirt,1,99
42,1500,sandy,1,99
50,1800,rocky,0,99
59,0,rocky,0,99
59,0,rocky,0,99
87,2400,sandy,0,99
28,2400,dirt,1,100
43,1500,sandy,1,100
47,600,paved,1,100
78,2400,dirt,0,100
84,1200,dirt,0,100
87,2700,sandy,0,100
11,0,rocky,1,101
34,1500,dirt,1,101
45,1200,sandy,1,101
89,2400,sandy,0,101
30,2400,dirt,1,102
39,2700,sandy,1,102
56,1200,rocky,0,102
85,1500,dirt,0,102
46,1500,paved,1,103
97,1200,sandy,0,103
31,2700,dirt,1,104
94,2100,paved,0,104
59,1200,rocky,0,105
12,900,rocky,1,106
43,2700,sandy,1,106
92,900,dirt,0,106
11,1200,rocky,1,107
56,300,sandy,1,107
84,2700,dirt,0,107
96,300,dirt,0,107
14,900,rocky,1,108
51,1500,paved,1,108
49,2100,sandy,1,109
53,1200,paved,1,109
63,1200,rocky,0,109
69,0,rocky,0,109
96,2700,paved,0,109
47,600,dirt,1,110
48,2400,paved,1,110
51,1800,paved,1,110
90,2100,dirt,0,110
22,0,rocky,1,112
42,2100,dirt,1,112
55,1500,sandy,1,112
19,900,rocky,1,113
50,2700,paved,1,113
52,300,dirt,1,113
53,2100,paved,1,113
57,1200,sandy,1,113
18,1200,rocky,1,114
20,900,rocky,1,114
24,0,rocky,1,114
54,0,dirt,1,114
15,2100,rocky,1,115
16,1800,rocky,1,115
18,1500,rocky,1,115
18,1500,rocky,1,115
25,0,rocky,1,115
71,900,rocky,0,115
75,0,rocky,0,115
105,2100,sandy,0,115
20,1200,rocky,1,116
57,1800,paved,1,116
57,1800,sandy,1,116
66,0,paved,1,116
93,2700,dirt,0,116
17,2100,rocky,1,117
66,300,paved,1,117
94,2700,dirt,0,117
18,2100,rocky,1,118
19,1800,rocky,1,118
28,0,rocky,1,118
74,900,rocky,0,118
26,600,rocky,1,119
28,300,rocky,1,119
29,0,rocky,1,119
55,900,dirt,1,119
63,1200,paved,1,119
108,300,dirt,0,119
24,1200,rocky,1,120
56,900,dirt,1,120
60,2100,paved,1,120
69,300,paved,1,120
27,900,rocky,1,121
30,300,rocky,1,121
51,2100,dirt,1,121
58,2700,sandy,1,121
64,1500,paved,1,121
70,300,sandy,1,121
20,2400,rocky,1,122
52,2100,dirt,1,122
66,1200,paved,1,122
27,1200,rocky,1,123
27,1200,rocky,1,123
61,2400,paved,1,123
61,2400,paved,1,123
72,300,sandy,1,123
123,0,sandy,0,123
30,900,rocky,1,124
26,1800,rocky,1,125
52,2700,dirt,1,125
71,900,sandy,1,125
83,600,rocky,0,126
24,2700,rocky,1,127
30,1500,rocky,1,127
29,1800,rocky,1,128
71,1500,paved,1,128
26,2700,rocky,1,129
30,1800,rocky,1,129
66,2700,sandy,1,129
31,1800,rocky,1,130
87,600,rocky,0,130
127,600,paved,0,130
68,600,dirt,1,131
72,1800,sandy,1,131
81,0,sandy,1,131
78,900,paved,1,132
88,900,rocky,0,132
131,300,paved,0,132
33,2100,rocky,1,133
72,300,dirt,1,133
82,300,sandy,1,133
83,2100,rocky,0,133
40,900,rocky,1,134
81,600,paved,1,134
38,1500,rocky,1,135
76,2100,sandy,1,136
87,0,paved,1,137
87,0,sandy,1,137
35,2700,rocky,1,138
85,2700,rocky,0,138
46,600,rocky,1,139
76,600,dirt,1,139
37,2700,rocky,1,140
67,2700,dirt,1,140
91,1800,rocky,0,140
75,1200,dirt,1,141
75,1200,dirt,1,141
98,600,rocky,0,141
140,300,paved,0,141
79,2700,paved,1,142
83,1800,sandy,1,142
81,2400,paved,1,143
96,1500,rocky,0,143
75,1800,dirt,1,144
93,300,sandy,1,144
143,300,sandy,0,144
86,1800,sandy,1,145
122,2700,dirt,0,145
85,300,dirt,1,146
90,1200,sandy,1,146
93,600,sandy,1,146
80,1500,dirt,1,147
58,0,rocky,1,148
94,900,sandy,1,148
89,0,dirt,1,149
96,600,paved,1,149
87,600,dirt,1,150
91,1800,sandy,1,150
139,300,dirt,0,150
92,1800,paved,1,151
59,900,rocky,1,153
94,1800,sandy,1,153
100,600,sandy,1,153
141,2400,paved,0,153
85,1800,dirt,1,154
90,900,dirt,1,154
62,600,rocky,1,155
91,1500,dirt,1,158
135,2700,dirt,0,158
113,1200,rocky,0,159
57,2700,rocky,1,160
100,2100,sandy,1,160
70,300,rocky,1,161
71,0,rocky,1,161
110,300,sandy,1,161
103,1800,sandy,1,162
140,2700,dirt,0,163
152,2400,paved,0,164
78,0,rocky,1,168
127,300,rocky,0,168
76,600,rocky,1,169
113,1500,paved,1,170
122,1800,rocky,0,171
73,1800,rocky,1,172
121,1500,paved,1,178
126,2400,rocky,0,178
90,0,rocky,1,180
180,0,paved,0,180
180,0,sandy,0,180
168,2700,sandy,0,181
92,0,rocky,1,182
84,1800,rocky,1,183
92,900,rocky,1,186
125,300,dirt,1,186
129,1800,paved,1,188
135,600,sandy,1,188
98,300,rocky,1,189
176,900,dirt,0,190
94,1500,rocky,1,191
189,600,sandy,0,192
131,2400,paved,1,193
97,1500,rocky,1,194
143,600,sandy,1,196
191,1500,paved,0,198
99,2100,rocky,1,199
193,1200,sandy,0,199
110,600,rocky,1,203
183,2100,dirt,0,203
106,1800,rocky,1,205
162,600,rocky,0,205
201,900,paved,0,205
145,300,dirt,1,206
209,300,sandy,0,210
120,300,rocky,1,211
205,1200,sandy,0,211
158,900,paved,1,212
189,2700,dirt,0,212
212,0,paved,0,212
194,2400,dirt,0,216
175,600,rocky,0,218
204,900,dirt,0,218
212,2400,paved,0,224
217,1500,paved,0,224
217,2100,paved,0,227
163,1500,dirt,1,230
167,600,dirt,1,230
180,0,sandy,1,230
224,1200,sandy,0,230
179,600,sandy,1,232
229,1200,paved,0,235
220,1500,dirt,0,237
223,900,dirt,0,237
223,900,dirt,0,237
241,0,paved,0,241
194,1800,rocky,0,243
141,2700,rocky,1,244
196,0,sandy,1,246
230,1200,dirt,0,246
237,1800,paved,0,246
235,600,dirt,0,248
199,600,paved,1,252
197,1500,paved,1,254
189,1200,dirt,1,255
249,1200,sandy,0,255
190,1800,dirt,1,259
247,600,dirt,0,260
244,2400,dirt,0,266
194,2700,dirt,1,267
218,0,sandy,1,268
258,0,dirt,0,268
269,600,sandy,0,272
263,2100,sandy,0,273
178,1200,rocky,1,274
206,1800,dirt,1,275
239,300,rocky,0,280
269,600,dirt,0,282
269,2700,sandy,0,282
219,1500,dirt,1,286
228,2100,paved,1,288
231,1800,sandy,1,290
284,1200,paved,0,290
199,600,rocky,1,292
199,900,rocky,1,293
230,2700,paved,1,293
231,2700,sandy,1,294
287,1500,paved,0,294
244,2400,rocky,0,296
234,2700,sandy,1,297
258,300,rocky,0,299
237,2700,paved,1,300
200,2400,rocky,1,302
258,900,rocky,0,302
256,1800,rocky,0,305
299,1500,paved,0,306
208,1800,rocky,1,307
253,900,sandy,1,307
298,2100,paved,0,308
259,2100,rocky,0,309
252,2100,paved,1,312
258,900,sandy,1,312
273,0,rocky,0,313
257,1500,paved,1,314
307,2100,paved,0,317
259,2100,paved,1,319
228,600,rocky,1,321
321,0,paved,0,321
272,0,sandy,1,322
316,1200,paved,0,322
317,1500,paved,0,324
270,1200,paved,1,326
306,2100,dirt,0,326
325,600,sandy,0,328
269,2100,sandy,1,329
307,2400,dirt,0,329
325,900,sandy,0,329
264,1200,dirt,1,330
320,300,dirt,0,331
280,600,paved,1,333
293,0,rocky,0,333
284,0,paved,1,334
232,2700,rocky,1,335
324,2400,paved,0,336
277,2100,sandy,1,337
295,1500,rocky,0,342
327,1200,dirt,0,343
285,2100,paved,1,345
329,1200,dirt,0,345
337,0,dirt,0,347
298,0,sandy,1,348
331,1500,dirt,0,348
334,900,dirt,0,348
338,2100,paved,0,348
348,0,paved,0,348
295,900,sandy,1,349
340,1800,paved,0,349
351,300,paved,0,352
307,1500,rocky,0,354
359,0,sandy,0,359
353,2400,sandy,0,365
296,2100,dirt,1,366
305,2400,sandy,1,367
308,1800,sandy,1,367
308,0,dirt,1,368
297,2400,dirt,1,369
314,1200,sandy,1,370
371,900,sandy,0,375
321,1500,sandy,1,378
366,2400,sandy,0,378
338,300,rocky,0,379
357,2400,dirt,0,379
330,2100,rocky,0,380
338,1200,rocky,0,384
336,300,paved,1,387
384,900,paved,0,388
291,1800,rocky,1,390
379,900,dirt,0,393
346,1800,rocky,0,395
352,600,rocky,0,395
300,1200,rocky,1,396
398,0,paved,0,398
303,1500,rocky,1,400
341,2100,paved,1,401
306,1200,rocky,1,402
331,2700,dirt,1,404
340,1200,dirt,1,406
344,2700,sandy,1,407
347,0,dirt,1,407
336,2400,dirt,1,408
370,0,rocky,0,410
359,600,sandy,1,412
407,1800,paved,0,416
404,600,dirt,0,417
362,1200,paved,1,418
358,300,dirt,1,419
360,0,dirt,1,420
371,1800,rocky,0,420
360,300,dirt,1,421
411,2100,sandy,0,421
412,1800,sandy,0,421
361,300,dirt,1,422
366,1500,paved,1,423
352,2700,dirt,1,425
365,2700,paved,1,428
416,2400,paved,0,428
422,2100,paved,0,432
342,300,rocky,1,433
433,900,sandy,0,437
430,0,dirt,0,440
380,2700,paved,1,443
351,900,rocky,1,445
353,600,rocky,1,446
437,2100,paved,0,447
349,1800,rocky,1,448
439,1800,sandy,0,448
447,300,paved,0,448
399,0,paved,1,449
356,900,rocky,1,450
379,2400,dirt,1,451
350,2700,rocky,1,453
399,900,paved,1,453
411,600,rocky,0,454
451,600,paved,0,454
451,900,paved,0,455
410,1200,rocky,0,456
367,300,rocky,1,458
357,2400,rocky,1,459
410,2100,rocky,0,460
451,2700,paved,0,464
368,1500,rocky,1,465
452,600,dirt,0,465
364,2400,rocky,1,466
393,2700,dirt,1,466
374,900,rocky,1,468
452,1200,dirt,0,468
419,2100,rocky,0,469
453,1200,dirt,0,469
447,2700,dirt,0,470
452,2700,dirt,0,475
380,1800,rocky,1,479
408,2700,dirt,1,481
471,0,dirt,0,481
480,300,paved,0,481
432,2400,rocky,0,484
423,2400,sandy,1,485
426,600,dirt,1,489
486,1500,paved,0,493
474,2100,dirt,0,494
477,2100,dirt,0,497
448,300,sandy,1,499
496,900,paved,0,500
495,2100,sandy,0,505
452,900,paved,1,506
447,2100,paved,1,507
498,2700,paved,0,511
451,2700,sandy,1,514
472,1500,rocky,0,519
458,600,dirt,1,521
475,1800,rocky,0,524
425,2400,rocky,1,527
475,900,paved,1,529
473,2100,sandy,1,533
474,0,dirt,1,534
441,900,rocky,1,535
477,1800,sandy,1,536
466,2400,dirt,1,538
488,2100,rocky,0,538
474,2400,dirt,1,546
480,1200,dirt,1,546
499,2400,rocky,0,551
451,2700,rocky,1,554
489,2700,dirt,1,562
495,2100,dirt,1,565
490,600,rocky,1,583